CLW1m0m0 2674.8
CLW1m0m1 2767.19
CLW1m0m2 2783.27
CLW1m0m3 2950.55
CLW1m0m4 3018.41
CLW1m0p1 2453.7
CLW1m0p2 2609.13
CLW1m0p3 2752.28
CLW1m1m0 2836.9
CLW1m1m1 2669.39
CLW1m1m2 2676.84
CLW1m1m3 2752.06
CLW1m1m4 3010.8
CLW1m1p1 2714.05
CLW1m1p2 2725.84
CLW1m1p3 2915.97
CLW1m2m0 2838.06
CLW1m2m1 2892.11
CLW1m2m2 2593.02
CLW1m2m3 2753.87
CLW1m2m4 2963.89
CLW1m2p1 2797.01
CLW1m2p2 2956.96
CLW1m2p3 2981.11
CLW1m3m0 3019.25
CLW1m3m1 2719.38
CLW1m3m2 2623.76
CLW1m3m3 2709.48
CLW1m3m4 2966.72
CLW1m3p1 2792.12
CLW1m3p2 2982.12
CLW1m3p3 2895.22
CLW1m4m0 2821.68
CLW1m4m1 2923.32
CLW1m4m2 2777.11
CLW1m4m3 2814.71
CLW1m4m4 2896.79
CLW1m4p1 2894.35
CLW1m4p2 2907.87
CLW1m4p3 2491.63
CLW1p1m0 2860.78
CLW1p1m1 2834.37
CLW1p1m2 2810.85
CLW1p1m3 2645.35
CLW1p1m4 2978.64
CLW1p1p1 2519.32
CLW1p1p2 2961.63
CLW1p1p3 2918.09
CLW1p2m0 2741.9
CLW1p2m1 2909.77
CLW1p2m2 2601.73
CLW1p2m3 2859.15
CLW1p2m4 2845.35
CLW1p2p1 2491.01
CLW1p2p2 2671.84
CLW1p2p3 2954.88
CLW1p3m0 2490.31
CLW1p3m1 2472.61
CLW1p3m2 2992.27
CLW1p3m3 2815.18
CLW1p3m4 2877.65
CLW1p3p1 2789.47
CLW1p3p2 2738.16
CLW1p3p3 3003.28
CLW1p4m0 2640.84
CLW1p4m1 2751.3
CLW1p4m2 2914.84
CLW1p4m3 2952.19
CLW1p4m4 2969.62
CLW1p4p1 2746.02
CLW1p4p2 2713.14
CLW1p4p3 2876.82
CLW2m0m0 2216.76
CLW2m0m1 2309.81
CLW2m0p1 2123.24
CLW2m0p2 1914.25
CLW2m0p3 2541.82
CLW2m1m0 2466.5
CLW2m1m1 2059.03
CLW2m1p1 2203.15
CLW2m1p2 2089.46
CLW2m1p3 2339.14
CLW2p1m0 2651.54
CLW2p1m1 2398.68
CLW2p1p1 2200.05
CLW2p1p2 2610.86
CLW2p1p3 2439.71
CLW2p2m0 2178.47
CLW2p2m1 2288.66
CLW2p2p1 2211.38
CLW2p2p2 2149.7
CLW2p2p3 2478.25
CLW2p3m0 2010.52
CLW2p3m1 2567.38
CLW2p3p1 2523.76
CLW2p3p2 2236.75
CLW2p3p3 2688.73
CLW3m0m0 2514.68
CLW3m0m1 2615.84
CLW3m0m2 2562.04
CLW3m0m3 2321.38
CLW3m0p1 2635.91
CLW3m0p2 2401.11
CLW3m0p3 2548.67
CLW3m1m0 2538.67
CLW3m1m1 2686.84
CLW3m1m2 2766.05
CLW3m1m3 2641.47
CLW3m1p1 2747.72
CLW3m1p2 2693.22
CLW3m1p3 2721.48
CLW3m2m0 1824.7
CLW3m2m1 2637.33
CLW3m2m2 2646.66
CLW3m2m3 2665.52
CLW3m2p1 2658.88
CLW3m2p2 2234.46
CLW3m2p3 2847.59
CLW3m3m0 2501.39
CLW3m3m1 2564.07
CLW3m3m2 2714.98
CLW3m3m3 2790.2
CLW3m3p1 2615.55
CLW3m3p2 2565.06
CLW3m3p3 2785.44
CLW3p1m0 2504.72
CLW3p1m1 2310.78
CLW3p1m2 2770.21
CLW3p1m3 2492.22
CLW3p1p1 2402.57
CLW3p1p2 2460.88
CLW3p1p3 2675.3
CLW3p2m0 2640.75
CLW3p2m1 2551.11
CLW3p2m2 2625.26
CLW3p2m3 2951.44
CLW3p2p1 2405.19
CLW3p2p2 2464.56
CLW3p2p3 2605.15
CLW3p3m0 2630.45
CLW3p3m1 2646.55
CLW3p3m2 2723.09
CLW3p3m3 2713.47
CLW3p3p1 2620.72
CLW3p3p2 2660.6
CLW3p3p3 2764.74
CLW4m0m0 2689.98
CLW4m0m1 2428.85
CLW4m0m2 2505.48
CLW4m0p1 2641.86
CLW4m1m0 2619.98
CLW4m1m1 2351.98
CLW4m1m2 2729
CLW4m1p1 2672.84
CLW4m1p2 2675.61
CLW4m1p3 2547.5
CLW4m2m0 2266.4
CLW4m2p1 2204.24
CLW4m2p2 2530.8
CLW4m2p3 2905.83
CLW4m3m0 2260.58
CLW4m3p1 2316.54
CLW4m3p2 2250.43
CLW4m3p3 2857.84
CLW4p1m0 2492.61
CLW4p1m1 2611.86
CLW4p1m2 2575.66
CLW4p1p1 2639.15
CLW4p2m0 2743.14
CLW4p2m1 2391.39
CLW4p2m2 2478.83
