137  0.11931E-04  0.12198E-04  0.10545E-04
138  0.33040E-06  0.81476E-05  0.56131E-05
139  0.18306E-05  0.42592E-05  0.31546E-05
140  0.14436E-05  0.34760E-05  0.18760E-05
141  0.71213E-05  0.42922E-04  0.44788E-04
142  0.53315E-04  0.24484E-04  0.24275E-04
143  0.40026E-04  0.14545E-04  0.12760E-04
144  0.21074E-04  0.69925E-05  0.65828E-05
145 -0.46302E-05  0.50741E-05  0.37143E-05
146  0.31406E-06  0.33649E-05  0.22062E-05
147  0.15863E-04  0.72335E-05  0.62753E-05
148  0.95198E-05  0.48673E-05  0.33077E-05
149  0.36578E-05  0.27044E-05  0.18929E-05
150  0.72465E-06  0.20500E-05  0.11733E-05
151  0.19912E-04  0.36967E-04  0.34606E-04
152  0.48973E-04  0.21751E-04  0.18564E-04
153  0.41958E-05  0.12331E-04  0.99847E-05
154  0.23725E-05  0.59924E-05  0.54588E-05
155  0.30439E-05  0.34816E-05  0.32402E-05
156 -0.16216E-05  0.23198E-05  0.21344E-05
157  0.54472E-05  0.55477E-05  0.47646E-05
158  0.20934E-05  0.33663E-05  0.26599E-05
159  0.22934E-06  0.18794E-05  0.15086E-05
160  0.15224E-05  0.18230E-05  0.10371E-05
161  0.41679E-04  0.44149E-04  0.43980E-04
162  0.52780E-04  0.27687E-04  0.22781E-04
163 -0.11158E-05  0.12984E-04  0.12897E-04
164  0.15154E-04  0.83980E-05  0.68742E-05
165 -0.67361E-07  0.50557E-05  0.40731E-05
166  0.17328E-05  0.32936E-05  0.25506E-05
167  0.11103E-04  0.74053E-05  0.60789E-05
168 -0.97996E-06  0.42223E-05  0.33413E-05
169  0.62733E-06  0.29230E-05  0.18888E-05
170  0.89245E-07  0.17843E-05  0.12633E-05
171  0.10757E-03  0.62830E-04  0.63272E-04
172  0.88674E-04  0.37164E-04  0.33029E-04
173 -0.71403E-06  0.17062E-04  0.17682E-04
174  0.71357E-06  0.10157E-04  0.96646E-05
175  0.89826E-05  0.59031E-05  0.53916E-05
176  0.81508E-06  0.47597E-05  0.32869E-05
177  0.13685E-04  0.99269E-05  0.90026E-05
178 -0.25952E-05  0.57918E-05  0.48019E-05
179  0.26295E-05  0.34040E-05  0.26916E-05
180  0.41402E-06  0.23948E-05  0.17060E-05
181  0.73722E-04  0.56175E-04  0.52821E-04
182  0.44024E-04  0.30213E-04  0.27938E-04
183  0.32566E-04  0.15655E-04  0.15127E-04
184  0.56021E-05  0.10488E-04  0.79398E-05
185  0.11881E-04  0.51316E-05  0.43739E-05
186  0.54001E-05  0.33973E-05  0.26829E-05
187  0.14153E-04  0.84537E-05  0.75276E-05
188  0.51916E-05  0.46284E-05  0.40044E-05
189  0.98869E-05  0.37836E-05  0.22022E-05
190  0.28062E-05  0.22102E-05  0.14475E-05
191  0.59620E-04  0.31564E-04  0.28944E-04
192  0.43553E-04  0.17165E-04  0.16206E-04
193  0.16238E-04  0.89124E-05  0.86370E-05
194  0.79462E-05  0.54956E-05  0.48987E-05
195  0.33908E-05  0.31222E-05  0.30374E-05
196  0.14487E-05  0.23591E-05  0.19627E-05
197  0.10244E-04  0.46133E-05  0.41048E-05
198  0.70149E-05  0.26003E-05  0.22740E-05
199  0.20256E-05  0.17088E-05  0.13150E-05
200  0.11768E-05  0.11900E-05  0.93097E-06
201  0.10798E-03  0.41643E-04  0.37664E-04
202  0.27476E-04  0.20833E-04  0.19961E-04
203  0.16934E-04  0.10634E-04  0.10980E-04
204  0.22540E-04  0.74192E-05  0.59826E-05
205  0.33462E-06  0.41056E-05  0.36357E-05
206  0.26265E-05  0.28085E-05  0.24027E-05
207 -0.16748E-05  0.64720E-05  0.52527E-05
208  0.81153E-05  0.36838E-05  0.28659E-05
209  0.75153E-05  0.24405E-05  0.16179E-05
210  0.68657E-06  0.17793E-05  0.11170E-05
211  0.14869E-03  0.55432E-04  0.53096E-04
212 -0.90940E-05  0.29283E-04  0.29172E-04
213  0.24830E-04  0.14805E-04  0.15182E-04
214  0.89470E-05  0.10422E-04  0.83878E-05
215  0.65497E-05  0.56277E-05  0.48539E-05
216  0.37556E-05  0.40139E-05  0.30804E-05
217  0.98516E-05  0.82508E-05  0.76418E-05
218  0.39271E-06  0.48145E-05  0.39885E-05
219  0.18011E-05  0.32513E-05  0.22872E-05
220 -0.49845E-06  0.23736E-05  0.15408E-05
221  0.57077E-04  0.32522E-04  0.31361E-04
222  0.74853E-04  0.17223E-04  0.17314E-04
223  0.34834E-04  0.10687E-04  0.97168E-05
224  0.81267E-05  0.56167E-05  0.56559E-05
225  0.92907E-05  0.37564E-05  0.35926E-05
226  0.58539E-05  0.22935E-05  0.24946E-05
227  0.14374E-04  0.52269E-05  0.44911E-05
228  0.30268E-08  0.31584E-05  0.25263E-05
229  0.10423E-05  0.20796E-05  0.14819E-05
230  0.85118E-06  0.14600E-05  0.10922E-05
231  0.15629E-03  0.34887E-04  0.29443E-04
232  0.62243E-04  0.15621E-04  0.15991E-04
233  0.30039E-04  0.89085E-05  0.89402E-05
234  0.99309E-05  0.53959E-05  0.53880E-05
235  0.11861E-04  0.29976E-05  0.34625E-05
236  0.46238E-05  0.20783E-05  0.24939E-05
237  0.18359E-04  0.53792E-05  0.41540E-05
238  0.65884E-05  0.27410E-05  0.23248E-05
239  0.37974E-05  0.18497E-05  0.13622E-05
240  0.26428E-05  0.14581E-05  0.10356E-05
241  0.17586E-03  0.42836E-04  0.41777E-04
242  0.12168E-03  0.22920E-04  0.22477E-04
243  0.17745E-04  0.11048E-04  0.12205E-04
244  0.18373E-04  0.65999E-05  0.71198E-05
245  0.11526E-04  0.41652E-05  0.43168E-05
246  0.28941E-05  0.31386E-05  0.30283E-05
247  0.78880E-05  0.74229E-05  0.58766E-05
248  0.12076E-04  0.37840E-05  0.32008E-05
249  0.15579E-05  0.23477E-05  0.18957E-05
250  0.38922E-05  0.17070E-05  0.13540E-05
251 -0.13823E-04  0.57218E-04  0.51247E-04
252  0.10795E-03  0.28207E-04  0.28010E-04
253  0.43721E-04  0.16874E-04  0.15170E-04
254  0.27449E-04  0.96763E-05  0.87460E-05
255  0.18726E-04  0.64082E-05  0.55343E-05
256  0.47452E-05  0.33522E-05  0.36657E-05
257  0.59461E-05  0.80749E-05  0.69862E-05
258  0.94876E-05  0.48677E-05  0.39796E-05
259  0.52504E-06  0.31708E-05  0.23554E-05
260  0.44434E-05  0.24922E-05  0.17257E-05
261  0.90989E-04  0.55096E-04  0.53138E-04
262  0.53886E-04  0.28981E-04  0.27596E-04
263  0.60212E-04  0.13955E-04  0.15100E-04
264  0.28582E-04  0.89006E-05  0.87440E-05
265  0.14921E-04  0.52343E-05  0.55702E-05
266  0.57455E-05  0.38685E-05  0.37562E-05
267  0.72324E-05  0.80161E-05  0.72196E-05
268  0.89019E-05  0.47520E-05  0.40263E-05
269  0.65595E-05  0.25314E-05  0.23997E-05
270  0.50961E-05  0.27170E-05  0.16822E-05
271  0.80959E-04  0.95568E-04  0.10521E-03
272  0.92944E-04  0.50937E-04  0.54278E-04
273  0.56239E-04  0.28568E-04  0.29640E-04
274  0.22785E-04  0.17067E-04  0.16605E-04
275  0.34936E-04  0.10653E-04  0.96566E-05
276  0.11028E-04  0.75912E-05  0.62037E-05
277  0.24741E-04  0.15377E-04  0.14906E-04
278  0.15495E-04  0.90887E-05  0.80943E-05
279  0.13445E-05  0.56238E-05  0.46492E-05
280  0.24192E-05  0.43488E-05  0.31527E-05
