  1  0.20540E-04  0.70002E-04  0.74040E-04
  2  0.68057E-04  0.36255E-04  0.38005E-04
  3  0.24769E-04  0.20631E-04  0.20188E-04
  4  0.14511E-04  0.11945E-04  0.10488E-04
  5  0.94013E-05  0.67245E-05  0.55214E-05
  6  0.16528E-05  0.43273E-05  0.30540E-05
  7 -0.15096E-04  0.11540E-04  0.10420E-04
  8 -0.31224E-05  0.60891E-05  0.55187E-05
  9 -0.50490E-06  0.40527E-05  0.29933E-05
 10  0.90175E-06  0.33804E-05  0.18389E-05
 11  0.15981E-04  0.50768E-04  0.52766E-04
 12  0.20190E-04  0.29802E-04  0.27839E-04
 13  0.13238E-04  0.15927E-04  0.14338E-04
 14  0.90384E-05  0.76370E-05  0.76878E-05
 15 -0.46019E-05  0.57183E-05  0.41005E-05
 16  0.35241E-05  0.33712E-05  0.22343E-05
 17 -0.12591E-05  0.74492E-05  0.76108E-05
 18  0.71403E-05  0.51381E-05  0.40732E-05
 19 -0.36001E-05  0.30415E-05  0.21581E-05
 20  0.13311E-05  0.24142E-05  0.13142E-05
 21  0.14861E-03  0.51630E-04  0.53674E-04
 22 -0.35960E-04  0.34430E-04  0.27645E-04
 23  0.25666E-04  0.15575E-04  0.14370E-04
 24  0.45137E-05  0.90198E-05  0.74720E-05
 25  0.85887E-05  0.55042E-05  0.40908E-05
 26 -0.21860E-05  0.28781E-05  0.23091E-05
 27  0.76896E-05  0.77265E-05  0.75427E-05
 28 -0.21603E-05  0.45009E-05  0.40727E-05
 29  0.19694E-05  0.30428E-05  0.21549E-05
 30  0.10525E-05  0.20362E-05  0.13012E-05
 31  0.63496E-04  0.46340E-04  0.44584E-04
 32  0.19592E-04  0.24529E-04  0.23157E-04
 33 -0.19547E-04  0.13243E-04  0.12616E-04
 34  0.15393E-04  0.69763E-05  0.64871E-05
 35  0.65017E-05  0.45816E-05  0.35006E-05
 36  0.36607E-05  0.27151E-05  0.20659E-05
 37 -0.10677E-04  0.80910E-05  0.62667E-05
 38 -0.35291E-06  0.43000E-05  0.33690E-05
 39  0.15950E-05  0.24828E-05  0.18499E-05
 40  0.38501E-07  0.16852E-05  0.11475E-05
 41  0.30781E-04  0.34844E-04  0.34580E-04
 42  0.29068E-04  0.18459E-04  0.18049E-04
 43  0.10751E-04  0.10685E-04  0.97104E-05
 44  0.18434E-05  0.55265E-05  0.54744E-05
 45  0.20275E-05  0.38690E-05  0.30498E-05
 46  0.84794E-06  0.24953E-05  0.19131E-05
 47  0.22863E-05  0.51502E-05  0.48420E-05
 48 -0.94703E-06  0.30926E-05  0.27093E-05
 49  0.28988E-05  0.21345E-05  0.14851E-05
 50 -0.19317E-05  0.13337E-05  0.95839E-06
 51  0.36623E-04  0.40234E-04  0.44119E-04
 52  0.12536E-04  0.21228E-04  0.23027E-04
 53  0.67533E-05  0.11601E-04  0.12677E-04
 54  0.50739E-05  0.81554E-05  0.66873E-05
 55  0.36768E-05  0.42591E-05  0.39352E-05
 56 -0.77807E-05  0.31684E-05  0.23610E-05
 57 -0.12989E-05  0.60467E-05  0.62768E-05
 58  0.67054E-05  0.46148E-05  0.33141E-05
 59  0.16071E-05  0.24062E-05  0.18656E-05
 60  0.11055E-05  0.17196E-05  0.12443E-05
 61 -0.33600E-04  0.52540E-04  0.64168E-04
 62  0.89892E-04  0.31966E-04  0.32499E-04
 63  0.63631E-05  0.16617E-04  0.17321E-04
 64  0.94548E-05  0.95846E-05  0.93963E-05
 65  0.41558E-07  0.62742E-05  0.51877E-05
 66  0.29110E-06  0.41561E-05  0.30440E-05
 67 -0.12899E-05  0.92659E-05  0.87610E-05
 68  0.42277E-05  0.49683E-05  0.47005E-05
 69  0.33119E-05  0.34890E-05  0.26357E-05
 70  0.29198E-05  0.22284E-05  0.16733E-05
 71  0.11054E-03  0.75299E-04  0.74226E-04
 72 -0.46020E-04  0.48654E-04  0.38226E-04
 73  0.43734E-04  0.22121E-04  0.20467E-04
 74  0.37697E-04  0.14140E-04  0.10776E-04
 75  0.76756E-05  0.70734E-05  0.58761E-05
 76 -0.17321E-05  0.54712E-05  0.32860E-05
 77  0.76221E-05  0.10125E-04  0.10552E-04
 78  0.15098E-04  0.79390E-05  0.55511E-05
 79  0.45674E-07  0.54408E-05  0.30650E-05
 80 -0.25022E-06  0.30765E-05  0.18860E-05
 81  0.13921E-03  0.64896E-04  0.52577E-04
 82  0.11700E-06  0.28841E-04  0.27650E-04
 83 -0.64206E-05  0.15403E-04  0.14732E-04
 84  0.76538E-05  0.91530E-05  0.76309E-05
 85  0.41876E-05  0.60153E-05  0.41870E-05
 86  0.29338E-06  0.36387E-05  0.23252E-05
 87  0.91847E-05  0.82603E-05  0.74713E-05
 88  0.40635E-05  0.51685E-05  0.40241E-05
 89  0.19542E-05  0.31376E-05  0.21932E-05
 90 -0.61068E-06  0.19925E-05  0.13557E-05
 91  0.89175E-04  0.45794E-04  0.45617E-04
 92  0.48339E-04  0.24296E-04  0.23948E-04
 93  0.17036E-04  0.15075E-04  0.12569E-04
 94  0.15385E-04  0.78438E-05  0.66572E-05
 95  0.22220E-05  0.53799E-05  0.37615E-05
 96  0.26110E-05  0.34385E-05  0.21204E-05
 97 -0.22031E-05  0.82831E-05  0.63827E-05
 98 -0.38643E-05  0.47921E-05  0.33525E-05
 99  0.29266E-05  0.28751E-05  0.19174E-05
100  0.28231E-06  0.18961E-05  0.11804E-05
101  0.32402E-04  0.40269E-04  0.34353E-04
102 -0.43008E-05  0.20224E-04  0.18758E-04
103 -0.20715E-05  0.97983E-05  0.10219E-04
104 -0.65691E-06  0.60649E-05  0.53972E-05
105  0.16597E-05  0.39802E-05  0.31304E-05
106  0.22389E-05  0.26526E-05  0.20180E-05
107  0.17884E-04  0.59454E-05  0.50045E-05
108  0.71473E-06  0.36197E-05  0.26353E-05
109  0.22085E-05  0.23278E-05  0.15202E-05
110  0.24575E-05  0.15923E-05  0.99845E-06
111  0.68279E-05  0.39938E-04  0.44282E-04
112  0.73524E-04  0.24165E-04  0.23393E-04
113  0.84860E-05  0.14594E-04  0.12685E-04
114  0.16335E-04  0.74167E-05  0.68319E-05
115  0.54812E-05  0.52300E-05  0.39437E-05
116  0.65006E-07  0.35189E-05  0.24467E-05
117  0.14098E-04  0.74085E-05  0.62275E-05
118  0.56093E-05  0.44081E-05  0.33230E-05
119 -0.17709E-05  0.25262E-05  0.19026E-05
120 -0.19202E-05  0.16900E-05  0.12771E-05
121  0.22832E-03  0.63842E-04  0.63326E-04
122 -0.13448E-04  0.34454E-04  0.33716E-04
123  0.26354E-04  0.18396E-04  0.17759E-04
124  0.13251E-04  0.11107E-04  0.95042E-05
125  0.14424E-04  0.61293E-05  0.52257E-05
126  0.40471E-05  0.47993E-05  0.31695E-05
127  0.12098E-04  0.11058E-04  0.89701E-05
128 -0.11945E-05  0.55510E-05  0.47971E-05
129 -0.54535E-06  0.36921E-05  0.27014E-05
130 -0.12109E-05  0.26107E-05  0.17177E-05
131  0.97193E-04  0.81121E-04  0.74089E-04
132  0.62630E-04  0.43313E-04  0.39238E-04
133  0.19875E-04  0.27577E-04  0.20491E-04
134  0.31343E-04  0.12982E-04  0.10694E-04
135 -0.60950E-05  0.82362E-05  0.58766E-05
136  0.38413E-05  0.42805E-05  0.33864E-05
